smiles,A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,cv,u0_atom
c1cn(c(n1)N)C=O,3.60636,2.03876,1.30664,2.3354,62.45,-0.2207,-0.043,856.1863,0.097646,-394.835329,25.111,-1337.042211426
c1cc(n(c1)C=O)O,3.47689,2.07142,1.29807,3.7636,62.81,-0.2071,-0.0295,859.6332,0.096208,-398.64956,25.619,-1381.3456018441
c1cn(c(n1)O)C=O,3.68845,2.04773,1.31672,1.7903,58.04,-0.2309,-0.043,834.8714,0.085338,-414.716503,23.881,-1274.748765487
Cc1c[nH]cc1C#C,3.45483,1.89891,1.23472,2.6151,76.79,-0.2029,0.0175,940.9161,0.118955,-325.541571,29.135,-1586.590618055
Cc1c[nH]cc1C#N,3.43273,1.92531,1.24295,6.1396,70.59,-0.2306,-0.0049,915.2152,0.109104,-341.650002,26.62,-1506.02787509
Cc1cocc1C#C,3.47432,1.90067,1.23796,0.6722,71.8,-0.2214,-0.0054,924.6742,0.106556,-345.407691,27.587,-1514.85065163
Cc1cocc1C#N,3.45129,1.92646,1.24587,3.8433,65.91,-0.2495,-0.0294,899.4936,0.096504,-361.513523,25.265,-1432.6570127741
C#Cc1c[nH]cc1N,3.62651,1.90838,1.25242,2.4633,73.84,-0.1842,0.0189,908.7508,0.108095,-341.586507,29.126,-1466.184191135
c1c(c(c[nH]1)N)C#N,3.60154,1.93526,1.26063,5.928,67.64,-0.202,-0.0024,883.307,0.098184,-357.694958,26.668,-1385.63399835
C#Cc1cocc1N,3.65681,1.91053,1.25665,1.5644,68.85,-0.2025,-0.0046,891.952,0.095766,-361.452656,27.488,-1394.462422471
c1c(c(co1)N)C#N,3.62842,1.93687,1.26439,3.8148,62.96,-0.2209,-0.0278,867.151,0.085618,-377.558451,25.257,-1312.245565782
C#Cc1c[nH]cc1O,3.72817,1.91265,1.26412,2.1794,69.78,-0.1998,0.0107,885.8047,0.095823,-361.465123,27.788,-1402.285577174
c1c(c(c[nH]1)O)C#N,3.67881,1.93855,1.26956,5.2472,63.53,-0.2197,-0.0111,862.3359,0.08588,-377.572055,25.324,-1320.782198218
Cc1c[nH]cc1C=O,3.22635,1.88771,1.19976,4.6092,70.76,-0.2222,-0.0288,954.1602,0.119816,-362.721043,27.267,-1562.53506054
Cc1cocc1C=O,3.25258,1.88603,1.2027,3.2172,65.62,-0.2404,-0.0494,938.7477,0.10715,-382.584483,26.01,-1489.113369995
c1c(c(c[nH]1)N)C=O,3.33741,1.89683,1.21137,4.937,67.85,-0.198,-0.0255,923.8676,0.108855,-378.765446,27.279,-1441.794171323
c1c(c(co1)N)C=O,3.36319,1.89834,1.21545,3.8071,62.65,-0.2165,-0.0476,907.8786,0.09623,-398.628791,25.929,-1368.312867423
c1c(c(c[nH]1)O)C=O,3.3879,1.90147,1.21791,5.8404,63.42,-0.2135,-0.0257,903.5142,0.096411,-398.64233,26.208,-1376.808711774
Cn1cccc1C#C,3.7214,1.94618,1.28841,1.9073,79.03,-0.1984,0.001,909.7457,0.119083,-325.534619,28.288,-1582.228175487
Cn1cccc1C#N,3.70836,1.97398,1.29897,4.4471,72.4,-0.2291,-0.0215,883.5896,0.109159,-341.640686,25.861,-1500.182001246
Cn1ccnc1C#C,3.71792,2.01351,1.31703,3.8688,74.35,-0.2167,-0.0138,881.1756,0.107777,-341.590874,26.884,-1468.924522938
Cn1ccnc1C#N,3.7136,2.0428,1.32896,5.6944,67.94,-0.2474,-0.038,855.0565,0.097593,-357.694293,24.662,-1385.216704865
Cn1cncc1C#C,3.77618,1.95121,1.29696,3.5378,73.63,-0.2164,-0.0106,888.6288,0.107917,-341.59346,26.883,-1470.547261212
Cn1cncc1C#N,3.7575,1.97813,1.30657,3.9034,67.31,-0.2495,-0.0345,863.2888,0.09787,-357.697679,24.558,-1387.341450339
Cn1cccc1C=O,3.40703,1.93873,1.24532,4.6893,73.21,-0.2248,-0.042,925.4437,0.119932,-362.712795,26.521,-1557.3593663081
Cn1ccnc1C=O,3.46591,1.98415,1.27194,6.359,68.72,-0.2412,-0.0571,897.8726,0.108213,-378.764061,25.435,-1440.925071358
Cn1cncc1C=O,3.45935,1.94073,1.25309,5.0541,67.66,-0.2446,-0.0547,905.2506,0.108508,-378.769728,25.304,-1444.481164861
CN=c1n(cco1)C,3.37203,2.00835,1.27893,2.9829,69.89,-0.1823,0.0299,941.1903,0.129951,-379.935967,28.82,-1548.455013598
Cc1cc[nH]c1CO,3.13937,1.82042,1.19067,2.0742,72.3,-0.1912,0.0428,1000.347,0.142837,-363.898272,30.109,-1673.4052331871
Cc1c([nH]cn1)CO,3.31033,1.79641,1.20606,3.8537,67.93,-0.2085,0.0317,975.5198,0.131521,-379.960456,28.757,-1563.8220814991
Cc1ccoc1CO,3.20457,1.87464,1.25626,1.3091,67.68,-0.2157,0.0135,950.726,0.130578,-383.768015,28.712,-1603.938731869
Cc1c(ocn1)CO,3.31889,1.89127,1.26491,1.2954,63.35,-0.2336,0.0008,925.7993,0.11931,-399.830803,27.397,-1494.7345956171
CCc1c(cc[nH]1)C,2.94394,1.81574,1.22674,1.6904,79.08,-0.1895,0.0508,1038.4708,0.166038,-327.977758,31.686,-1859.61664641
CCc1c(cco1)C,2.99052,1.84625,1.23549,0.6747,75.05,-0.2067,0.0273,1018.8189,0.153665,-347.849095,30.197,-1791.150394438
CCc1c(nc[nH]1)C,3.08943,1.79422,1.23282,3.4612,74.8,-0.2061,0.0377,1017.7916,0.154862,-344.040277,30.249,-1750.2437102371
CCc1c(nco1)C,3.14712,1.82139,1.247,1.8292,70.82,-0.2259,0.0116,996.3041,0.142448,-363.912999,28.883,-1682.6465582301
CCc1c(cc[nH]1)N,3.04434,1.82445,1.24667,1.8164,75.68,-0.1686,0.054,1005.0923,0.155104,-344.021258,31.609,-1738.309116566
CCc1c(cco1)N,3.10394,1.8364,1.23493,1.5641,71.79,-0.1857,0.0298,994.317,0.142767,-363.892451,30.025,-1669.752503298
CCc1c(nc[nH]1)N,3.19732,1.79168,1.24205,2.9623,71.46,-0.1817,0.0366,990.4252,0.144067,-360.087533,30.022,-1631.293104197
CCc1c(nco1)N,3.25822,1.81233,1.25307,1.8383,67.69,-0.1965,0.0125,970.5498,0.131599,-379.959584,28.693,-1563.274893651
CCc1c(cc[nH]1)O,3.09043,1.81683,1.23574,1.4154,71.73,-0.1785,0.0489,993.1579,0.142457,-363.900196,30.778,-1674.612560503
CCc1c(cco1)O,3.12673,1.84878,1.24787,1.5598,67.92,-0.1961,0.0242,971.8737,0.130069,-383.769957,29.177,-1605.157354347
CCc1c(nc[nH]1)O,3.26127,1.79296,1.24615,2.7326,67.59,-0.1913,0.0325,971.1036,0.131854,-379.969148,28.828,-1569.2763897271
CCc1c(nco1)O,3.31831,1.81698,1.26003,0.505,63.85,-0.211,0.0054,949.8829,0.119366,-399.839536,27.43,-1500.2146317141
Cc1cc[nH]c1NC,3.01879,1.90309,1.2655,1.2419,75.41,-0.1833,0.0552,993.2072,0.154836,-344.01517,31.095,-1734.488841774
Cc1ccoc1NC,3.14446,1.9142,1.23558,1.4538,72.73,-0.1756,0.0403,988.3871,0.142295,-363.887451,29.916,-1666.614958298
Cc1c(ocn1)NC,3.30484,1.8846,1.25177,2.6789,68.64,-0.193,0.0223,964.973,0.131017,-379.950581,28.589,-1557.625430124
CNc1c(cco1)N,3.16041,1.93237,1.2743,1.0467,68.52,-0.1865,0.0294,950.723,0.131874,-379.932687,29.179,-1546.396784078
CNc1c(nco1)N,3.38239,1.90642,1.26252,1.6274,64.97,-0.1901,0.0225,935.8353,0.120543,-395.997351,27.968,-1438.36985471
CNc1c(cc[nH]1)O,3.22324,1.91458,1.29325,0.6633,67.76,-0.1799,0.0521,938.7661,0.131395,-379.936756,30.034,-1548.950118199
CNc1c(cco1)O,3.22631,1.93526,1.26131,0.8655,65.21,-0.1758,0.0341,936.4016,0.118832,-399.806595,28.708,-1479.543857745
CNc1c(nc[nH]1)O,3.3477,1.91704,1.30908,1.9312,63.59,-0.1939,0.035,914.1808,0.120732,-396.005218,28.094,-1443.306468013
CNc1c(nco1)O,3.38079,1.90111,1.29041,0.9672,60.97,-0.192,0.0109,911.1345,0.107874,-415.875088,27.173,-1373.919660338
Cc1cc[nH]c1OC,3.06497,1.97966,1.29717,1.9294,71.47,-0.1897,0.0542,957.8914,0.141955,-363.88951,30.236,-1667.906999329
Cc1ccoc1OC,3.13857,2.00244,1.27787,1.0211,68.14,-0.197,0.0319,950.4123,0.129798,-383.762448,28.684,-1600.4453892661
Cc1c([nH]cn1)OC,3.17332,1.97187,1.31177,3.4962,67.37,-0.2066,0.0391,934.7172,0.130749,-379.950248,28.778,-1557.416469627
Cc1c(ocn1)OC,3.28847,1.97282,1.29609,2.3581,64.07,-0.2169,0.0134,926.8295,0.118495,-399.8243,27.376,-1490.6539045901
COc1c(cc[nH]1)N,3.18222,1.99147,1.31676,1.0246,67.88,-0.169,0.0558,925.1972,0.131195,-379.932554,30.093,-1546.313325381
COc1c(cco1)N,3.17896,2.01877,1.30773,0.505,64.49,-0.1835,0.0316,915.9271,0.119133,-399.804863,28.336,-1478.457012157
COc1c(nc[nH]1)N,3.36517,2.00889,1.32765,2.0238,63.87,-0.1839,0.0418,896.982,0.120297,-395.997177,28.375,-1438.2606681441
COc1c(nco1)N,3.37305,1.97345,1.3133,2.8232,60.78,-0.1917,0.0139,897.3822,0.107735,-415.86885,27.161,-1370.005259196
COc1c(cc[nH]1)O,3.19603,1.98222,1.31129,2.9229,63.89,-0.1815,0.0491,912.0863,0.118726,-399.80946,29.062,-1481.3416710301
COc1c(cco1)O,3.23944,2.00984,1.30694,1.6221,60.43,-0.1937,0.0261,898.1374,0.106648,-419.681377,27.309,-1413.2393742781
COc1c(nc[nH]1)O,3.47804,2.01692,1.3242,2.1639,60.22,-0.1839,0.0372,878.1124,0.107824,-415.876825,27.487,-1375.0096434711
COc1c(nco1)O,3.39807,1.97804,1.32911,1.5532,56.82,-0.2087,0.005,876.2083,0.095261,-435.746739,25.976,-1305.6504461921
c1c[nH]c(c1N)CO,3.21579,1.82114,1.20184,1.7216,69.29,-0.1722,0.0437,971.3919,0.131919,-379.941865,29.991,-1552.15606168
c1[nH]c(c(n1)N)CO,3.39816,1.79164,1.21856,3.1567,65.06,-0.1831,0.0306,947.5001,0.120767,-396.007909,28.503,-1444.995094732
c1coc(c1N)CO,3.38173,1.89759,1.27908,1.902,64.49,-0.1908,0.0185,914.1869,0.120215,-399.814512,28.141,-1484.511846498
c1nc(c(o1)CO)N,3.45105,1.91787,1.29655,1.6651,60.38,-0.2009,0.0039,889.3497,0.108876,-415.880359,26.889,-1377.227260277
[NH3+]CC1=C([O-])C=CO1,3.85395,1.2598,0.95421,1.7817,68.66,-0.2442,-0.073,1179.7745,0.115965,-399.817305,31.722,-1486.264479135
c1c[nH]c(c1O)CO,3.18573,1.8217,1.22015,1.9543,64.61,-0.1894,0.0349,948.3848,0.119541,-399.82287,29.076,-1489.7565667201
c1coc(c1O)CO,3.47882,1.90998,1.27954,2.9613,59.76,-0.2091,0.0156,895.1428,0.106982,-419.687549,27.554,-1417.1123598261
c1[nH]c(c(n1)O)CO,3.37792,1.79285,1.2361,1.5349,60.45,-0.2026,0.0199,924.3496,0.108867,-415.891426,27.161,-1384.1719023801
c1nc(c(o1)CO)O,3.35274,1.82768,1.26943,1.4644,56.72,-0.225,-0.0078,900.0776,0.096129,-435.758507,25.954,-1313.0349721041
Cc1c(cc[nH]1)CO,3.2951,1.81558,1.2414,1.3176,72.12,-0.1903,0.0432,972.5589,0.142855,-363.89735,30.184,-1672.8266698891
Cc1c(cco1)CO,3.23093,1.7549,1.20239,1.7544,68.09,-0.211,0.0237,985.7206,0.130151,-383.767174,28.845,-1603.4109968001
Cc1c(nc[nH]1)CO,3.29393,1.87291,1.2614,3.8114,67.31,-0.2127,0.0278,942.502,0.131989,-379.961766,28.633,-1564.6441182891
Cc1c(nco1)CO,3.38442,1.88196,1.26094,1.4996,63.11,-0.2319,0.0031,924.6912,0.119401,-399.832699,27.348,-1495.9243526811
CCc1cc[nH]c1C,3.01494,1.7713,1.21958,1.8363,78.99,-0.1897,0.05,1042.1805,0.166002,-327.977893,31.667,-1859.701360125
CCc1c([nH]cn1)C,3.07784,1.81047,1.23261,3.5129,74.96,-0.2067,0.0371,1017.6612,0.154896,-344.040825,30.224,-1750.587585169
CCc1ccoc1C,3.11274,1.75368,1.21765,0.6884,74.79,-0.2069,0.0266,1028.1823,0.153648,-347.848779,30.178,-1790.952101594
CCc1c(ocn1)C,3.18452,1.79309,1.23872,1.742,70.77,-0.2264,0.0111,1000.3508,0.142485,-363.913102,28.85,-1682.711191657
CCc1cc[nH]c1N,3.09446,1.76819,1.2206,1.0827,74.61,-0.1915,0.0547,1018.8326,0.155203,-344.023049,31.251,-1739.432985185
CCc1ccoc1N,3.19437,1.76321,1.22893,0.547,70.84,-0.209,0.0255,1000.5512,0.142694,-363.894761,29.857,-1671.202049088
CCc1c(ocn1)N,3.32334,1.78508,1.23946,2.5691,67.6,-0.198,0.0217,975.3709,0.131449,-379.957675,28.747,-1562.07697897
CCc1cc[nH]c1O,3.17462,1.76453,1.22735,0.7938,70.84,-0.1773,0.056,997.7957,0.142367,-363.901127,30.749,-1675.196771382
CCc1c([nH]cn1)O,3.2389,1.80503,1.2425,2.5471,67.05,-0.1944,0.0456,971.1839,0.131299,-379.962322,29.185,-1564.993013293
Cc1c(cc[nH]1)NC,3.22933,1.81347,1.18081,1.4613,76.45,-0.1638,0.0524,1026.4731,0.154791,-344.013976,31.34,-1733.739596028
Cc1c(nc[nH]1)NC,3.33201,1.8526,1.21113,3.0144,72.59,-0.171,0.039,994.5385,0.143466,-360.07981,30.003,-1626.44685219
Cc1c(cco1)NC,3.34564,1.78941,1.18766,1.5618,72.46,-0.1776,0.0295,1009.5462,0.14224,-363.884746,29.905,-1664.917546453
Cc1c(nco1)NC,3.42268,1.8285,1.22411,1.8948,68.74,-0.1877,0.0146,976.7455,0.131029,-379.951748,28.571,-1558.357733127
CNc1c([nH]cn1)N,3.32208,1.94774,1.29037,2.3589,67.45,-0.1794,0.0425,930.8444,0.133162,-376.123895,29.193,-1505.506415111
CNc1ccoc1N,3.35706,1.81822,1.21694,0.8024,68.57,-0.1791,0.03,974.6822,0.131791,-379.932806,29.235,-1546.471457649
CNc1c(ocn1)N,3.46412,1.85385,1.24095,2.0774,64.82,-0.1874,0.0145,945.9138,0.12057,-395.998695,28.012,-1439.213226806
CNc1cc[nH]c1O,3.28712,1.85297,1.26271,0.3097,67.39,-0.1765,0.0628,952.9441,0.131982,-379.939492,29.403,-1550.666982823
CNc1c([nH]cn1)O,3.30644,1.91388,1.29251,1.626,63.54,-0.1943,0.0442,922.1396,0.120831,-396.002866,27.934,-1441.830566845
CNc1ccoc1O,3.41611,1.81731,1.22491,0.7847,64.32,-0.1796,0.0305,953.4749,0.118963,-399.807066,28.494,-1479.8394144841
Cc1c(cc[nH]1)OC,3.24809,1.88683,1.21173,1.272,72.61,-0.1754,0.0489,991.1532,0.142241,-363.890356,30.192,-1668.4378719431
Cc1c(nc[nH]1)OC,3.35167,1.93045,1.24402,2.5846,68.68,-0.1861,0.0339,959.0194,0.131188,-379.95774,28.67,-1562.1177670551
Cc1c(cco1)OC,3.36573,1.86556,1.2187,1.4675,68.65,-0.1922,0.0243,973.6386,0.129865,-383.759698,28.625,-1598.7197395161
Cc1c(nco1)OC,3.48558,1.90291,1.25021,0.3228,64.76,-0.2047,0.0071,942.5291,0.118715,-399.827892,27.284,-1492.9079169181
COc1cc[nH]c1N,3.32763,1.88561,1.22067,0.2293,67.96,-0.1776,0.0536,964.0583,0.131622,-379.934642,29.679,-1547.623564173
COc1c([nH]cn1)N,3.43723,1.92669,1.25254,1.6364,63.98,-0.1888,0.038,932.2324,0.120424,-396.001527,28.234,-1440.990332294
COc1ccoc1N,3.3532,1.90248,1.27965,0.7926,64.53,-0.1809,0.0345,927.8844,0.118897,-399.803698,28.419,-1477.725964172
COc1c(ocn1)N,3.57759,1.90439,1.26122,1.1685,60.8,-0.2069,0.0066,915.8902,0.107684,-415.87058,27.087,-1371.0908497661
COc1cc[nH]c1O,3.3098,1.91377,1.27565,1.0151,63.66,-0.1754,0.0588,926.3273,0.11877,-399.811232,29.064,-1482.4536169781
COc1c([nH]cn1)O,3.51517,1.92948,1.25555,1.4819,60.28,-0.1761,0.0412,910.9478,0.107507,-415.876406,27.776,-1374.7467172
c1c[nH]c(c1CO)N,3.47564,1.83231,1.26371,1.7468,67.86,-0.1803,0.0477,934.8397,0.132729,-379.947449,29.432,-1555.660071936
c1coc(c1CO)N,3.56829,1.84857,1.27817,1.5707,64.04,-0.1829,0.033,912.3303,0.120148,-399.818967,28.205,-1487.307399093
c1nc(c(o1)N)CO,3.55861,1.91375,1.2978,2.3705,60.07,-0.1997,0.0169,885.0096,0.108767,-415.880932,26.931,-1377.586822934
[NH3+]CC1=C([O-])OC=C1,3.78279,1.87935,1.29366,3.6986,63.4,-0.184,0.042,902.0948,0.120982,-399.822662,26.812,-1489.626044848
[NH3+]CC1=C([O-])OC=N1,3.89813,1.27917,0.96803,0.1621,63.55,-0.2595,-0.0786,1151.7201,0.104556,-415.893377,30.608,-1385.396172439
c1c[nH]c(c1CO)O,3.68772,1.86247,1.28241,1.3493,63.37,-0.1795,0.0546,903.8309,0.12062,-399.828996,27.951,-1493.6006868541
c1[nH]c(c(n1)CO)O,3.67577,1.93324,1.30592,2.1287,59.31,-0.1959,0.0419,874.4866,0.109269,-415.888941,26.581,-1382.6125425151
CCc1cccn1C,3.22115,1.8267,1.28428,2.0015,78.83,-0.1913,0.0473,1001.2727,0.166274,-327.969196,30.888,-1854.2439143521
CCc1cncn1C,3.27473,1.82901,1.29082,3.9891,74.12,-0.211,0.0346,980.1498,0.155304,-344.029734,29.449,-1743.62788285
CCc1nccn1C,3.22601,1.89716,1.31672,3.6616,74.15,-0.2107,0.0343,968.6837,0.155135,-344.031514,29.575,-1744.74484887
Cn1cccc1CO,3.31348,1.82998,1.19657,3.3125,71.46,-0.1908,0.0507,985.5691,0.142315,-363.886164,29.753,-1665.807354215
Cn1ccnc1CO,3.41635,1.92005,1.32848,2.6846,67.19,-0.2196,0.0174,912.7328,0.132303,-379.954128,27.969,-1559.851204547
Cn1cncc1CO,3.35871,1.83637,1.20521,5.2977,66.95,-0.2105,0.0368,964.2542,0.13133,-379.946094,28.33,-1554.809797241
CNc1cccn1C,3.29711,1.90767,1.31552,1.5191,75.57,-0.1855,0.0503,962.6239,0.155153,-344.007864,30.283,-1729.90426102
Cn1cccc1OC,3.33917,1.97806,1.26212,1.3971,71.71,-0.1776,0.0607,959.0704,0.142476,-363.885041,29.483,-1665.1026616081
Cn1cncc1OC,3.37807,1.98937,1.27218,3.4414,67.21,-0.1968,0.0464,937.1454,0.131423,-379.944153,28.012,-1553.591802272
Cn1ccnc1OC,3.40788,2.03593,1.29534,2.4227,67.33,-0.1974,0.048,927.8295,0.13145,-379.953566,28.072,-1559.4985444891
Cc1c[nH]cc1CO,3.14715,1.78002,1.15322,0.3657,70.99,-0.1938,0.058,1015.7961,0.14248,-363.895693,30.504,-1671.786887476
Cc1cocc1CO,3.17427,1.78119,1.15735,2.3398,66.56,-0.2123,0.0309,999.2266,0.130214,-383.763905,28.934,-1601.3596698791
CCc1c[nH]cc1C,3.03373,1.78509,1.23151,1.6509,78.25,-0.1952,0.054,1032.0686,0.166172,-327.976159,31.728,-1858.613259519
CCc1c[nH]cc1N,3.1437,1.78748,1.2424,1.7951,74.86,-0.1749,0.0565,1004.142,0.155158,-344.019692,31.768,-1737.326437472
CCc1c[nH]cc1O,3.22324,1.80115,1.25873,1.7779,70.71,-0.1857,0.0514,977.1447,0.142585,-363.89788,30.793,-1673.159249659
CCc1cocc1C,3.06529,1.7863,1.23453,1.0165,73.66,-0.2134,0.0281,1014.5941,0.153886,-347.844986,30.158,-1788.571959957
CCc1cocc1N,3.17806,1.78997,1.24755,1.7256,70.38,-0.1933,0.0323,985.8758,0.143018,-363.888911,30.036,-1667.5311214381
Cc1c[nH]cc1NC,3.13039,1.84909,1.18239,1.288,75.64,-0.1693,0.061,1024.5055,0.154757,-344.014583,31.566,-1734.120493991
CNc1c[nH]cc1N,3.19551,1.85519,1.1917,1.7949,71.67,-0.1724,0.0601,995.9565,0.143834,-360.056066,31.217,-1611.547278494
CNc1c[nH]cc1O,3.23926,1.86994,1.2705,2.8742,67.36,-0.184,0.0461,948.6135,0.131997,-379.935599,29.468,-1548.224090286
Cc1cocc1NC,3.15527,1.85078,1.18636,1.8544,71.12,-0.188,0.0364,1007.8373,0.142623,-363.884164,29.854,-1664.552336215
CNc1cocc1N,3.24116,1.87391,1.2021,1.7551,67.63,-0.1879,0.0418,974.4859,0.13206,-379.928422,29.358,-1543.720458193
Cc1c[nH]cc1OC,3.15138,1.92369,1.21266,2.2277,71.61,-0.1867,0.0561,989.7543,0.142317,-363.889676,30.359,-1668.011165823
COc1c[nH]cc1N,3.24222,1.9396,1.2254,2.1387,67.97,-0.1718,0.0583,958.1946,0.131155,-379.932234,30.485,-1546.112522501
COc1c[nH]cc1O,3.29768,1.93662,1.22964,2.7542,63.73,-0.1852,0.0555,938.0712,0.118765,-399.810616,29.408,-1482.067071434
Cc1cocc1OC,3.17436,1.92857,1.21802,0.9932,67.15,-0.206,0.031,972.3897,0.130271,-383.758312,28.555,-1597.850012042
COc1cocc1N,3.27012,1.94777,1.23215,1.7571,63.68,-0.192,0.0364,940.0161,0.119374,-399.801386,28.489,-1476.275163364
c1c(c(c[nH]1)N)CO,3.23236,1.79168,1.16364,1.1702,67.49,-0.176,0.061,985.5229,0.13153,-379.938743,30.449,-1550.196978582
c1c(c(co1)N)CO,3.26108,1.79582,1.16887,2.7751,63.19,-0.1946,0.0353,968.0586,0.119372,-399.807343,28.743,-1480.013234477
[NH3+]CC1=COC=C1[O-],3.68385,1.84249,1.282,3.7261,63.33,-0.1968,0.0251,909.0755,0.121193,-399.815353,26.961,-1485.0395815671
c1c(c(c[nH]1)O)CO,3.22748,1.7823,1.17928,3.8301,63.46,-0.1938,0.0436,963.363,0.119425,-399.818632,29.339,-1487.097183578
c1c(c(co1)O)CO,3.30977,1.79845,1.17377,1.8679,59.24,-0.2065,0.0304,947.827,0.106854,-419.684732,27.777,-1415.3446669731
CCn1cccc1C,3.0606,1.91605,1.30655,2.0834,78.55,-0.1907,0.0482,990.425,0.166287,-327.972849,30.901,-1856.536204729
CCn1cccc1N,3.16471,1.9348,1.33721,1.6226,74.63,-0.1823,0.0546,956.1662,0.155307,-344.018043,30.679,-1736.291675131
CCn1cccc1O,3.30133,1.9245,1.33936,1.2249,70.53,-0.1784,0.0616,936.6269,0.142668,-363.897404,29.998,-1672.860555375
CCn1ccnc1C,3.16065,1.91649,1.31994,3.8212,73.85,-0.2099,0.0359,967.1907,0.154956,-344.035469,29.636,-1747.226646965
CCn1ccnc1O,3.38015,1.93066,1.35383,2.5439,65.93,-0.1999,0.0505,914.726,0.132039,-379.96701,28.137,-1567.934775485
CCn1cncc1C,3.11737,1.91797,1.31391,4.115,73.83,-0.21,0.0355,969.0236,0.155161,-344.033343,29.499,-1745.892562831
CCn1cncc1O,3.39098,1.92581,1.34733,3.3083,66.16,-0.198,0.0463,914.1388,0.131641,-379.956223,28.467,-1561.165835902
CCn1cc[nH]c1=O,3.40831,1.89817,1.33369,3.445,66.31,-0.1896,0.0406,923.5031,0.131805,-379.984466,28.359,-1578.888572589
CCN1C=COC1=N,3.50457,1.90005,1.35708,3.0509,67.36,-0.1882,0.0309,914.2726,0.131212,-379.946247,28.13,-1554.9058061181
CCn1ccoc1=O,3.50147,1.89041,1.34233,4.606,62.36,-0.2131,0.0227,906.3867,0.119457,-399.855468,26.753,-1510.212105102
c1c2c(c[nH]1)C=CC2,5.07212,2.07083,1.48387,1.723,74.63,-0.1874,0.013,806.8925,0.122616,-325.569873,24.344,-1604.350377773
c1c2c(co1)C=CC2,5.16811,2.07096,1.49205,1.1442,69.98,-0.2066,-0.0065,788.8542,0.110294,-345.436517,22.75,-1532.939226064
c1c2c(c[nH]1)nc[nH]2,5.42,2.20936,1.56956,3.5581,66.03,-0.182,0.0161,739.6805,0.100057,-357.683451,23.123,-1378.413252287
c1c2c(c[nH]1)ocn2,5.49493,2.24436,1.5935,2.8579,61.47,-0.2041,-0.002,718.6025,0.087943,-377.553237,21.312,-1308.9737338561
c1c2c(co1)nc[nH]2,5.53283,2.20975,1.57908,3.4901,61.74,-0.199,-0.0097,722.028,0.087572,-377.547085,21.566,-1305.113298488
c1c2c(co1)ocn2,5.60819,2.2453,1.60337,1.026,57.28,-0.2225,-0.0272,701.1534,0.075427,-397.415251,19.772,-1234.6572154771
c1c[nH]c2c1CC=C2,5.04105,2.10001,1.49606,1.4583,75.08,-0.1762,0.0035,803.2093,0.122356,-325.56848,24.412,-1603.4762577361
c1coc2c1CC=C2,5.11034,2.13446,1.51967,1.0087,70.55,-0.1924,-0.0131,781.2602,0.109825,-345.434932,22.957,-1531.9446242991
c1[nH]c2c(n1)CC=C2,5.1442,2.15947,1.53535,3.1059,70.11,-0.1912,-0.007,772.7212,0.110963,-341.624969,23.069,-1490.3194422931
c1nc2c(o1)C=CC2,5.21099,2.19103,1.55728,1.5811,65.75,-0.2088,-0.0251,752.0293,0.098338,-361.491674,21.761,-1418.946568633
c1c[nH]c2c1[nH]cc2,5.25611,2.18107,1.54143,0.0002,70.12,-0.1709,0.0369,766.1199,0.111336,-341.631148,24.537,-1494.196820404
c1c[nH]c2c1occ2,5.32847,2.21799,1.5661,2.4236,65.9,-0.1865,0.0173,744.2894,0.099139,-361.498103,22.717,-1422.980823994
c1c[nH]c2c1[nH]cn2,5.37227,2.25267,1.58715,1.8271,65.63,-0.1859,0.0229,734.6853,0.100279,-357.690778,22.857,-1383.01101073
c1c[nH]c2c1ocn2,5.44656,2.28515,1.60976,1.7223,61.5,-0.2026,0.0002,714.2851,0.087839,-377.557247,21.32,-1311.490044946
c1coc2c1[nH]cn2,5.45898,2.29353,1.615,4.1261,61.38,-0.2027,0.0035,712.8901,0.087966,-377.556044,21.141,-1310.735151619
c1[nH]c2c(n1)[nH]cn2,5.49151,2.32252,1.63221,0.0004,61.0,-0.2019,0.009,704.448,0.0891,-373.747271,21.25,-1269.856705323
c1[nH]c2c(n1)ocn2,5.57876,2.35948,1.65817,2.5917,56.85,-0.2204,-0.0135,683.9873,0.076557,-393.611905,19.802,-1197.184260524
c1coc2c1occ2,5.39952,2.25391,1.59014,0.0,61.77,-0.2031,-0.0023,723.0864,0.086763,-381.362751,21.04,-1350.3171643211
c1coc2c1ocn2,5.53021,2.3263,1.63749,2.0358,57.36,-0.2207,-0.0192,692.8929,0.075394,-397.4201,19.71,-1237.700006618
c1nc2c(o1)nco2,5.66163,2.39746,1.68425,0.0003,52.84,-0.2403,-0.0358,663.8171,0.063909,-413.47389,18.438,-1122.849544384
c1c[nH]c2c1C=CC2,5.04375,2.09696,1.49483,2.1382,73.51,-0.1806,0.012,803.7897,0.122426,-325.566552,24.362,-1602.266420384
c1[nH]c2c(n1)C=CC2,5.1402,2.15679,1.5337,3.8345,68.96,-0.1928,0.0023,773.6059,0.111088,-341.623467,22.977,-1489.3769237751
c1coc2c1C=CC2,5.1175,2.13031,1.51829,0.3907,68.72,-0.1976,-0.0043,781.7285,0.109835,-345.432255,22.966,-1530.264782706
c1nc2c(o1)CC=C2,5.21282,2.18667,1.55532,2.0249,64.33,-0.2112,-0.0152,752.8581,0.098406,-361.489494,21.73,-1417.578599013
